Pollster,Start Date,End Date,Entry Date/Time (ET),Number of Observations,Population,Mode,Clinton,Trump,Undecided,Other,Pollster URL,Source URL,Partisan,Affiliation
Quinnipiac,12/16/2015,12/20/2015,2015-12-22T14:45:28Z,508,Registered Voters - Republican,Live Phone,8,82,7,2,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-23400,http://www.quinnipiac.edu/images/polling/us/us12222015_Uhkm63g.pdf,Nonpartisan,None
Quinnipiac,12/16/2015,12/20/2015,2015-12-22T14:45:28Z,,Registered Voters - independent,Live Phone,39,37,20,4,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-23400,http://www.quinnipiac.edu/images/polling/us/us12222015_Uhkm63g.pdf,Nonpartisan,None
FOX,12/16/2015,12/17/2015,2015-12-18T23:04:23Z,1013,Registered Voters,Live Phone,49,38,4,3,http://elections.huffingtonpost.com/pollster/polls/fox-23385,http://www.foxnews.com/politics/interactive/2015/12/18/fox-news-poll-2016-gop-race-trump-muslim-ban-terrorism-isis/,Nonpartisan,None
FOX,12/16/2015,12/17/2015,2015-12-18T23:04:23Z,,Registered Voters - Democrat,Live Phone,85,9,2,1,http://elections.huffingtonpost.com/pollster/polls/fox-23385,http://www.foxnews.com/politics/interactive/2015/12/18/fox-news-poll-2016-gop-race-trump-muslim-ban-terrorism-isis/,Nonpartisan,None
FOX,12/16/2015,12/17/2015,2015-12-18T23:04:23Z,,Registered Voters - Republican,Live Phone,15,72,4,3,http://elections.huffingtonpost.com/pollster/polls/fox-23385,http://www.foxnews.com/politics/interactive/2015/12/18/fox-news-poll-2016-gop-race-trump-muslim-ban-terrorism-isis/,Nonpartisan,None
FOX,12/16/2015,12/17/2015,2015-12-18T23:04:23Z,,Registered Voters - independent,Live Phone,37,38,6,8,http://elections.huffingtonpost.com/pollster/polls/fox-23385,http://www.foxnews.com/politics/interactive/2015/12/18/fox-news-poll-2016-gop-race-trump-muslim-ban-terrorism-isis/,Nonpartisan,None
PPP (D),12/16/2015,12/17/2015,2015-12-21T17:15:45Z,1267,Likely Voters,IVR/Online,46,43,11,,http://elections.huffingtonpost.com/pollster/polls/ppp-d-23396,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_122115.pdf,Pollster,Dem
Morning Consult,12/11/2015,12/15/2015,2015-12-15T20:45:27Z,4038,Registered Voters,Internet,46,41,13,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-23333,http://big.assets.huffingtonpost.com/151203crosstabstrendTS.pdf,Nonpartisan,None
Morning Consult,12/11/2015,12/15/2015,2015-12-15T20:45:27Z,1472,Registered Voters - Democrat,Internet,80,12,8,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-23333,http://big.assets.huffingtonpost.com/151203crosstabstrendTS.pdf,Nonpartisan,None
Morning Consult,12/11/2015,12/15/2015,2015-12-15T20:45:27Z,1265,Registered Voters - Republican,Internet,12,74,14,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-23333,http://big.assets.huffingtonpost.com/151203crosstabstrendTS.pdf,Nonpartisan,None
Morning Consult,12/11/2015,12/15/2015,2015-12-15T20:45:27Z,1300,Registered Voters - independent,Internet,40,42,18,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-23333,http://big.assets.huffingtonpost.com/151203crosstabstrendTS.pdf,Nonpartisan,None
ABC/Post,12/10/2015,12/13/2015,2015-12-15T05:24:40Z,851,Registered Voters,Live Phone,50,44,1,1,http://elections.huffingtonpost.com/pollster/polls/abc-post-23326,http://apps.washingtonpost.com/g/page/politics/washington-post-abc-news-poll-dec-10-13-2015/1914/,Nonpartisan,None
NBC/WSJ,12/6/2015,12/9/2015,2015-12-14T13:45:41Z,849,Registered Voters,Live Phone,50,40,2,8,http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-23315,http://msnbcmedia.msn.com/i/MSNBC/Sections/A_Politics/15564%20NBCWSJ%20December%20Poll%20(AM%2012-14-15%20Release).pdf,Nonpartisan,None
Gravis Marketing/OANN,12/7/2015,12/8/2015,2015-12-10T19:44:46Z,1995,Registered Voters,Automated Phone,51,49,,,http://elections.huffingtonpost.com/pollster/polls/gravis-marketing-oann-23300,http://www.oann.com/pollresults/,Sponsor,Rep
Morning Consult,12/3/2015,12/7/2015,2015-12-08T22:24:57Z,2047,Registered Voters,Internet,40,45,15,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-23281,http://big.assets.huffingtonpost.com/151201crosstabstrend_AP.pdf,Nonpartisan,None
Morning Consult,12/3/2015,12/7/2015,2015-12-08T22:24:57Z,682,Registered Voters - Democrat,Internet,73,17,10,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-23281,http://big.assets.huffingtonpost.com/151201crosstabstrend_AP.pdf,Nonpartisan,None
Morning Consult,12/3/2015,12/7/2015,2015-12-08T22:24:57Z,711,Registered Voters - Republican,Internet,10,79,12,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-23281,http://big.assets.huffingtonpost.com/151201crosstabstrend_AP.pdf,Nonpartisan,None
Morning Consult,12/3/2015,12/7/2015,2015-12-08T22:24:57Z,654,Registered Voters - independent,Internet,39,38,23,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-23281,http://big.assets.huffingtonpost.com/151201crosstabstrend_AP.pdf,Nonpartisan,None
Suffolk/USA Today,12/2/2015,12/6/2015,2015-12-08T20:23:37Z,1000,Likely Voters,Live Phone,47,44,7,,http://elections.huffingtonpost.com/pollster/polls/suffolk-usa-today-23278,http://www.suffolk.edu/academics/10741.php,Nonpartisan,None
Suffolk/USA Today,12/2/2015,12/6/2015,2015-12-08T20:23:37Z,307,Likely Voters - Democrat,Live Phone,88,8,4,,http://elections.huffingtonpost.com/pollster/polls/suffolk-usa-today-23278,http://www.suffolk.edu/academics/10741.php,Nonpartisan,None
Suffolk/USA Today,12/2/2015,12/6/2015,2015-12-08T20:23:37Z,342,Likely Voters - Republican,Live Phone,9,79,10,,http://elections.huffingtonpost.com/pollster/polls/suffolk-usa-today-23278,http://www.suffolk.edu/academics/10741.php,Nonpartisan,None
Suffolk/USA Today,12/2/2015,12/6/2015,2015-12-08T20:23:37Z,337,Likely Voters - independent,Live Phone,42,48,8,,http://elections.huffingtonpost.com/pollster/polls/suffolk-usa-today-23278,http://www.suffolk.edu/academics/10741.php,Nonpartisan,None
Saint Leo University,11/29/2015,12/3/2015,2015-12-09T20:42:25Z,746,Likely Voters,Internet,51,37,,,http://elections.huffingtonpost.com/pollster/polls/saint-leo-university-23287,http://polls.saintleo.edu/trump-gains-while-carson-declines-in-new-saint-leo-university-national-political-poll/,Nonpartisan,None
MSNBC/Telemundo/Marist,11/15/2015,12/2/2015,2015-12-07T20:25:31Z,2360,Registered Voters,Live Phone,52,41,6,,http://elections.huffingtonpost.com/pollster/polls/msnbc-telemundo-marist-23269,http://msnbcmedia.msn.com/i/MSNBC/Sections/A_Politics/MSNBC_Telemundo_Marist%20Poll_National%20Annotated%20Questionnaire_December%202015.pdf,Nonpartisan,None
MSNBC/Telemundo/Marist,11/15/2015,12/2/2015,2015-12-07T20:25:31Z,,Registered Voters - Democrat,Live Phone,92,6,3,,http://elections.huffingtonpost.com/pollster/polls/msnbc-telemundo-marist-23269,http://msnbcmedia.msn.com/i/MSNBC/Sections/A_Politics/MSNBC_Telemundo_Marist%20Poll_National%20Annotated%20Questionnaire_December%202015.pdf,Nonpartisan,None
MSNBC/Telemundo/Marist,11/15/2015,12/2/2015,2015-12-07T20:25:31Z,,Registered Voters - Republican,Live Phone,8,87,5,,http://elections.huffingtonpost.com/pollster/polls/msnbc-telemundo-marist-23269,http://msnbcmedia.msn.com/i/MSNBC/Sections/A_Politics/MSNBC_Telemundo_Marist%20Poll_National%20Annotated%20Questionnaire_December%202015.pdf,Nonpartisan,None
MSNBC/Telemundo/Marist,11/15/2015,12/2/2015,2015-12-07T20:25:31Z,,Registered Voters - independent,Live Phone,51,41,9,,http://elections.huffingtonpost.com/pollster/polls/msnbc-telemundo-marist-23269,http://msnbcmedia.msn.com/i/MSNBC/Sections/A_Politics/MSNBC_Telemundo_Marist%20Poll_National%20Annotated%20Questionnaire_December%202015.pdf,Nonpartisan,None
CNN,11/27/2015,12/1/2015,2015-12-04T22:43:13Z,930,Registered Voters,Live Phone,49,46,3,1,http://elections.huffingtonpost.com/pollster/polls/cnn-23262,http://www.cnn.com/2015/12/04/politics/full-results-poll-general-election-2016/index.html,Nonpartisan,None
CNN,11/27/2015,12/1/2015,2015-12-04T22:43:13Z,,Registered Voters - Democrat,Live Phone,92,7,,1,http://elections.huffingtonpost.com/pollster/polls/cnn-23262,http://www.cnn.com/2015/12/04/politics/full-results-poll-general-election-2016/index.html,Nonpartisan,None
CNN,11/27/2015,12/1/2015,2015-12-04T22:43:13Z,,Registered Voters - Republican,Live Phone,9,85,4,2,http://elections.huffingtonpost.com/pollster/polls/cnn-23262,http://www.cnn.com/2015/12/04/politics/full-results-poll-general-election-2016/index.html,Nonpartisan,None
CNN,11/27/2015,12/1/2015,2015-12-04T22:43:13Z,,Likely Voters - independent,Live Phone,45,49,5,1,http://elections.huffingtonpost.com/pollster/polls/cnn-23262,http://www.cnn.com/2015/12/04/politics/full-results-poll-general-election-2016/index.html,Nonpartisan,None
Quinnipiac,11/23/2015,11/30/2015,2015-12-02T12:04:16Z,1453,Registered Voters,Live Phone,47,41,10,2,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-23247,http://www.quinnipiac.edu/news-and-events/quinnipiac-university-poll/national/release-detail?ReleaseID=2307,Nonpartisan,None
Quinnipiac,11/23/2015,11/30/2015,2015-12-02T12:04:16Z,573,Registered Voters - Democrat,Live Phone,91,7,2,1,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-23247,http://www.quinnipiac.edu/news-and-events/quinnipiac-university-poll/national/release-detail?ReleaseID=2307,Nonpartisan,None
Quinnipiac,11/23/2015,11/30/2015,2015-12-02T12:04:16Z,672,Registered Voters - Republican,Live Phone,7,82,10,1,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-23247,http://www.quinnipiac.edu/news-and-events/quinnipiac-university-poll/national/release-detail?ReleaseID=2307,Nonpartisan,None
Quinnipiac,11/23/2015,11/30/2015,2015-12-02T12:04:16Z,,Registered Voters - independent,Live Phone,45,37,14,4,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-23247,http://www.quinnipiac.edu/news-and-events/quinnipiac-university-poll/national/release-detail?ReleaseID=2307,Nonpartisan,None
FOX,11/16/2015,11/19/2015,2015-11-23T18:25:04Z,1016,Registered Voters,Live Phone,41,46,5,2,http://elections.huffingtonpost.com/pollster/polls/fox-23216,http://www.foxnews.com/politics/interactive/2015/11/20/fox-news-poll-2016-matchups-syrian-refugees/,Nonpartisan,None
PPP (D),11/16/2015,11/17/2015,2015-11-19T15:33:58Z,1360,Likely Voters,IVR/Online,45,44,11,,http://elections.huffingtonpost.com/pollster/polls/ppp-d-23175,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_111915.pdf,Pollster,Dem
Morning Consult,11/13/2015,11/16/2015,2015-11-17T15:45:58Z,2001,Registered Voters,Internet,44,43,14,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-23158,http://big.assets.huffingtonpost.com/151104crosstabstrend.pdf,Nonpartisan,None
Morning Consult,11/13/2015,11/16/2015,2015-11-17T15:45:58Z,730,Registered Voters - Democrat,Internet,80,13,7,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-23158,http://big.assets.huffingtonpost.com/151104crosstabstrend.pdf,Nonpartisan,None
Morning Consult,11/13/2015,11/16/2015,2015-11-17T15:45:58Z,661,Registered Voters - Republican,Internet,8,78,14,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-23158,http://big.assets.huffingtonpost.com/151104crosstabstrend.pdf,Nonpartisan,None
Morning Consult,11/13/2015,11/16/2015,2015-11-17T15:45:58Z,610,Registered Voters - independent,Internet,38,40,21,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-23158,http://big.assets.huffingtonpost.com/151104crosstabstrend.pdf,Nonpartisan,None
Morning Consult,11/5/2015,11/8/2015,2015-11-10T17:55:28Z,4002,Registered Voters,Internet,43,43,14,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-23107,http://big.assets.huffingtonpost.com/151102crosstabstrend.pdf,Nonpartisan,None
Morning Consult,11/5/2015,11/8/2015,2015-11-10T17:55:28Z,1459,Registered Voters - Democrat,Internet,76,15,9,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-23107,http://big.assets.huffingtonpost.com/151102crosstabstrend.pdf,Nonpartisan,None
Morning Consult,11/5/2015,11/8/2015,2015-11-10T17:55:28Z,1237,Registered Voters - Republican,Internet,9,78,13,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-23107,http://big.assets.huffingtonpost.com/151102crosstabstrend.pdf,Nonpartisan,None
Morning Consult,11/5/2015,11/8/2015,2015-11-10T17:55:28Z,1306,Registered Voters - independent,Internet,37,41,22,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-23107,http://big.assets.huffingtonpost.com/151102crosstabstrend.pdf,Nonpartisan,None
McClatchy/Marist,10/29/2015,11/4/2015,2015-11-09T22:11:27Z,541,Registered Voters,Live Phone,56,41,3,,http://elections.huffingtonpost.com/pollster/polls/mcclatchy-marist-23096,http://maristpoll.marist.edu/wp-content/misc/usapolls/us151029/2016/McClatchy_Marist%20Poll_GOP%20Primary%20and%20General%20Election%202016_Complete%20Survey%20Findings_Nature%20of%20the%20Sample%20and%20Tables_November%202015.pdf,Nonpartisan,None
McClatchy/Marist,10/29/2015,11/4/2015,2015-11-09T22:11:27Z,,Registered Voters - Democrat,Live Phone,91,8,1,,http://elections.huffingtonpost.com/pollster/polls/mcclatchy-marist-23096,http://maristpoll.marist.edu/wp-content/misc/usapolls/us151029/2016/McClatchy_Marist%20Poll_GOP%20Primary%20and%20General%20Election%202016_Complete%20Survey%20Findings_Nature%20of%20the%20Sample%20and%20Tables_November%202015.pdf,Nonpartisan,None
McClatchy/Marist,10/29/2015,11/4/2015,2015-11-09T22:11:27Z,,Registered Voters - Republican,Live Phone,9,86,5,,http://elections.huffingtonpost.com/pollster/polls/mcclatchy-marist-23096,http://maristpoll.marist.edu/wp-content/misc/usapolls/us151029/2016/McClatchy_Marist%20Poll_GOP%20Primary%20and%20General%20Election%202016_Complete%20Survey%20Findings_Nature%20of%20the%20Sample%20and%20Tables_November%202015.pdf,Nonpartisan,None
McClatchy/Marist,10/29/2015,11/4/2015,2015-11-09T22:11:27Z,,Registered Voters - independent,Live Phone,58,39,4,,http://elections.huffingtonpost.com/pollster/polls/mcclatchy-marist-23096,http://maristpoll.marist.edu/wp-content/misc/usapolls/us151029/2016/McClatchy_Marist%20Poll_GOP%20Primary%20and%20General%20Election%202016_Complete%20Survey%20Findings_Nature%20of%20the%20Sample%20and%20Tables_November%202015.pdf,Nonpartisan,None
Quinnipiac,10/29/2015,11/2/2015,2015-11-04T16:23:42Z,1144,Registered Voters,Live Phone,46,43,9,2,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-23059,http://www.quinnipiac.edu/news-and-events/quinnipiac-university-poll/national/release-detail?ReleaseID=2299,Nonpartisan,None
Quinnipiac,10/29/2015,11/2/2015,2015-11-04T16:23:42Z,480,Registered Voters - Democrat,Live Phone,91,5,4,0,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-23059,http://www.quinnipiac.edu/news-and-events/quinnipiac-university-poll/national/release-detail?ReleaseID=2299,Nonpartisan,None
Quinnipiac,10/29/2015,11/2/2015,2015-11-04T16:23:42Z,502,Registered Voters - Republican,Live Phone,8,81,10,2,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-23059,http://www.quinnipiac.edu/news-and-events/quinnipiac-university-poll/national/release-detail?ReleaseID=2299,Nonpartisan,None
Quinnipiac,10/29/2015,11/2/2015,2015-11-04T16:23:42Z,,Registered Voters - independent,Live Phone,38,43,15,4,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-23059,http://www.quinnipiac.edu/news-and-events/quinnipiac-university-poll/national/release-detail?ReleaseID=2299,Nonpartisan,None
Morning Consult,10/29/2015,11/1/2015,2015-11-03T20:26:04Z,2350,Registered Voters,Internet,44,44,12,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-23056,http://morningconsult.com/polls/new-poll-jeb-bushs-popularity-problem-trump-down-for-second-consecutive-week/,Nonpartisan,None
Zogby (Internet),10/30/2015,10/31/2015,2015-11-09T20:52:54Z,1002,Likely Voters,Internet,41,37,6,16,http://elections.huffingtonpost.com/pollster/polls/zogby-internet-23091,http://www.zogbyanalytics.com/news/672-polling-in-low-forties-clinton-barely-leads-gop-front-runners,Nonpartisan,None
NBC/WSJ,10/25/2015,10/29/2015,2015-11-05T16:00:43Z,1000,Adults,Live Phone,50,42,2,6,http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-23071,http://msnbcmedia.msn.com/i/MSNBC/Sections/A_Politics/15463%20NBCWSJ%20Late%20October%20Poll%20(4).pdf,Nonpartisan,None
Gravis Marketing/One America News,10/26/2015,10/26/2015,2015-10-27T22:23:40Z,2606,Registered Voters,Automated Phone,51,49,,,http://elections.huffingtonpost.com/pollster/polls/gravis-marketing-one-america-news-23005,http://www.oann.com/pollnational/,Sponsor,Rep
Morning Consult,10/22/2015,10/25/2015,2015-10-26T21:12:38Z,1689,Registered Voters,Internet,43,43,14,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-22994,http://morningconsult.com/wp-content/uploads/2015/10/151006_topline_trend_v2_AP.pdf,Nonpartisan,None
Saint Leo University,10/17/2015,10/22/2015,2015-10-29T16:27:27Z,764,Likely Voters,Internet,47,38,,,http://elections.huffingtonpost.com/pollster/polls/saint-leo-university-23025,http://polls.saintleo.edu/ben-carson-nearly-ties-with-frontrunner-trump-nationally-among-likely-gop-voters-while-jeb-bush-trails-nationally-and-in-florida/,Nonpartisan,None
Morning Consult,10/15/2015,10/19/2015,2015-10-20T17:31:31Z,2017,Registered Voters,Internet,44,41,14,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-22950,http://morningconsult.com/wp-content/uploads/2015/10/151005_topline_trend_v2_TS.pdf,Nonpartisan,None
CNN,10/14/2015,10/17/2015,2015-10-19T13:51:22Z,936,Registered Voters,Live Phone,50,45,4,2,http://elections.huffingtonpost.com/pollster/polls/cnn-22934,http://www.cnn.com/2015/10/19/politics/cnn-orc-poll-hillary-clinton-bernie-sanders-democratic-debate/index.html,Nonpartisan,None
Emerson College Polling Society,10/16/2015,10/17/2015,2015-10-20T18:55:01Z,783,Registered Voters,Automated Phone,44,46,10,,http://elections.huffingtonpost.com/pollster/polls/emerson-college-polling-society-22951,http://big.assets.huffingtonpost.com/ECPS_POTUS_10.19.pdf,Nonpartisan,None
CNN,10/14/2015,10/17/2015,2015-10-19T13:51:22Z,,Registered Voters - Democrat,Live Phone,91,6,2,1,http://elections.huffingtonpost.com/pollster/polls/cnn-22934,http://www.cnn.com/2015/10/19/politics/cnn-orc-poll-hillary-clinton-bernie-sanders-democratic-debate/index.html,Nonpartisan,None
CNN,10/14/2015,10/17/2015,2015-10-19T13:51:22Z,,Registered Voters - Republican,Live Phone,12,80,6,1,http://elections.huffingtonpost.com/pollster/polls/cnn-22934,http://www.cnn.com/2015/10/19/politics/cnn-orc-poll-hillary-clinton-bernie-sanders-democratic-debate/index.html,Nonpartisan,None
CNN,10/14/2015,10/17/2015,2015-10-19T13:51:22Z,,Registered Voters - independent,Live Phone,44,51,4,2,http://elections.huffingtonpost.com/pollster/polls/cnn-22934,http://www.cnn.com/2015/10/19/politics/cnn-orc-poll-hillary-clinton-bernie-sanders-democratic-debate/index.html,Nonpartisan,None
Morning Consult,10/8/2015,10/12/2015,2015-10-13T15:48:47Z,2002,Registered Voters,Internet,43,41,16,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-22902,http://morningconsult.com/2015/10/ahead-of-debate-clinton-lead-grows/,Nonpartisan,None
FOX,10/10/2015,10/12/2015,2015-10-13T16:22:25Z,1004,Registered Voters,Live Phone,40,45,3,4,http://elections.huffingtonpost.com/pollster/polls/fox-22904,http://www.foxnews.com/politics/interactive/2015/10/13/fox-news-poll-biden-more-electable-than-clinton/,Nonpartisan,None
Morning Consult,10/2/2015,10/5/2015,2015-10-06T21:34:11Z,1983,Registered Voters,Internet,41,43,16,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-22858,http://morningconsult.com/wp-content/uploads/2015/10/151001_topline_trend_v1_AP.pdf,Nonpartisan,None
PPP (D),10/1/2015,10/4/2015,2015-10-06T18:56:54Z,1338,Likely Voters,IVR/Online,44,44,12,,http://elections.huffingtonpost.com/pollster/polls/ppp-d-22856,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_NationalGOP_100615.pdf,Pollster,Dem
Gravis Marketing/OANN,9/30/2015,10/1/2015,2015-10-07T17:07:13Z,2665,Registered Voters,Automated Phone,48,52,,,http://elections.huffingtonpost.com/pollster/polls/gravis-marketing-oann-22863,http://www.prnewswire.com/news-releases/trump-dominates-one-america-news-networks-national-poll-300153522.html,Sponsor,Rep
Morning Consult,9/24/2015,9/27/2015,2015-09-29T19:48:50Z,1543,Registered Voters,Internet,45,42,13,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-22814,http://morningconsult.com/wp-content/uploads/2015/09/150908_topline_trend_v1_JW.pdf,Nonpartisan,None
NBC/WSJ,9/20/2015,9/24/2015,2015-09-29T17:53:01Z,1000,Adults,Live Phone,49,39,2,10,http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-22808,http://msnbcmedia.msn.com/i/MSNBC/Sections/A_Politics/15398%20NBCWSJ%20September%20Poll%20(2).pdf,Nonpartisan,None
FOX,9/20/2015,9/22/2015,2015-09-24T22:22:11Z,1013,Registered Voters,Live Phone,46,42,2,3,http://elections.huffingtonpost.com/pollster/polls/fox-22789,http://www.foxnews.com/politics/interactive/2015/09/24/fox-news-poll-voters-believe-iran-deal-to-make-us-less-safe-obama-job-approval/,Nonpartisan,None
Quinnipiac,9/17/2015,9/21/2015,2015-09-24T22:15:01Z,1574,Registered Voters,Live Phone,45,43,10,2,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-22788,http://www.quinnipiac.edu/images/polling/us/us09242015_ui47mfb.pdf,Nonpartisan,None
Quinnipiac,9/17/2015,9/21/2015,2015-09-24T22:15:01Z,587,Registered Voters - Democrat,Live Phone,90,4,4,1,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-22788,http://www.quinnipiac.edu/images/polling/us/us09242015_ui47mfb.pdf,Nonpartisan,None
Quinnipiac,9/17/2015,9/21/2015,2015-09-24T22:15:01Z,737,Registered Voters - Republican,Live Phone,10,79,10,2,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-22788,http://www.quinnipiac.edu/images/polling/us/us09242015_ui47mfb.pdf,Nonpartisan,None
Quinnipiac,9/17/2015,9/21/2015,2015-09-24T22:15:01Z,,Registered Voters - independent,Live Phone,44,40,13,2,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-22788,http://www.quinnipiac.edu/images/polling/us/us09242015_ui47mfb.pdf,Nonpartisan,None
Morning Consult,9/18/2015,9/20/2015,2015-09-22T18:00:14Z,4033,Registered Voters,Internet,45,41,14,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-22772,http://morningconsult.com/wp-content/uploads/2015/09/150907_topline_MERGED-trend_v2_KD.pdf,Nonpartisan,None
Morning Consult,9/11/2015,9/13/2015,2015-09-18T21:11:34Z,2023,Registered Voters,Internet,44,40,16,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-22752,http://morningconsult.com/wp-content/uploads/2015/09/150904_topline_trend_v1_JW.pdf,Nonpartisan,None
ABC/Post,9/7/2015,9/10/2015,2015-09-14T19:46:45Z,821,Registered Voters,Live Phone,46,43,1,1,http://elections.huffingtonpost.com/pollster/polls/abc-post-22720,http://www.langerresearch.com/wp-content/uploads/1171a12016ClintonTrump.pdf,Nonpartisan,None
MSNBC/Telemundo/Marist,8/26/2015,9/9/2015,2015-09-21T20:38:43Z,1115,Registered Voters,Live Phone,53,40,7,,http://elections.huffingtonpost.com/pollster/polls/msnbc-telemundo-marist-22763,http://maristpoll.marist.edu/wp-content/misc/usapolls/us150826/2016/MSNBC_Telemundo_Marist%20Poll_National%20Release%20and%20Tables_September%202015.pdf,Nonpartisan,None
MSNBC/Telemundo/Marist,8/26/2015,9/9/2015,2015-09-21T20:38:43Z,,Registered Voters - Democrat,Live Phone,88,9,3,,http://elections.huffingtonpost.com/pollster/polls/msnbc-telemundo-marist-22763,http://maristpoll.marist.edu/wp-content/misc/usapolls/us150826/2016/MSNBC_Telemundo_Marist%20Poll_National%20Release%20and%20Tables_September%202015.pdf,Nonpartisan,None
MSNBC/Telemundo/Marist,8/26/2015,9/9/2015,2015-09-21T20:38:43Z,,Registered Voters - Republican,Live Phone,15,79,6,,http://elections.huffingtonpost.com/pollster/polls/msnbc-telemundo-marist-22763,http://maristpoll.marist.edu/wp-content/misc/usapolls/us150826/2016/MSNBC_Telemundo_Marist%20Poll_National%20Release%20and%20Tables_September%202015.pdf,Nonpartisan,None
MSNBC/Telemundo/Marist,8/26/2015,9/9/2015,2015-09-21T20:38:43Z,,Registered Voters - independent,Live Phone,50,41,9,,http://elections.huffingtonpost.com/pollster/polls/msnbc-telemundo-marist-22763,http://maristpoll.marist.edu/wp-content/misc/usapolls/us150826/2016/MSNBC_Telemundo_Marist%20Poll_National%20Release%20and%20Tables_September%202015.pdf,Nonpartisan,None
CNN,9/4/2015,9/8/2015,2015-09-11T06:14:40Z,930,Registered Voters,Live Phone,48,48,3,0,http://elections.huffingtonpost.com/pollster/polls/cnn-22704,http://i2.cdn.turner.com/cnn/2015/images/09/10/demsclinton.pdf,Nonpartisan,None
CNN,9/4/2015,9/8/2015,2015-09-11T06:14:40Z,,Registered Voters - Democrat,Live Phone,89,10,1,,http://elections.huffingtonpost.com/pollster/polls/cnn-22704,http://i2.cdn.turner.com/cnn/2015/images/09/10/demsclinton.pdf,Nonpartisan,None
CNN,9/4/2015,9/8/2015,2015-09-11T06:14:40Z,,Registered Voters - Republican,Live Phone,10,85,4,,http://elections.huffingtonpost.com/pollster/polls/cnn-22704,http://i2.cdn.turner.com/cnn/2015/images/09/10/demsclinton.pdf,Nonpartisan,None
CNN,9/4/2015,9/8/2015,2015-09-11T06:14:40Z,,Registered Voters - independent,Live Phone,49,45,5,,http://elections.huffingtonpost.com/pollster/polls/cnn-22704,http://i2.cdn.turner.com/cnn/2015/images/09/10/demsclinton.pdf,Nonpartisan,None
Emerson College Polling Society,9/5/2015,9/8/2015,2015-09-10T18:55:35Z,955,Likely Voters,Automated Phone,43,47,11,,http://elections.huffingtonpost.com/pollster/polls/emerson-college-polling-society-22699,http://media.wix.com/ugd/3bebb2_539dbddeed944868b6fc58b193873b4b.pdf,Nonpartisan,None
Morning Consult,9/4/2015,9/7/2015,2015-09-11T01:39:52Z,2008,Registered Voters,Internet,42,43,15,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-22703,http://morningconsult.com/wp-content/uploads/2015/09/150902_crosstabs_trend_v2_JW.pdf,Nonpartisan,None
SurveyUSA,9/2/2015,9/3/2015,2015-09-08T21:57:49Z,900,Registered Voters,Mixed,40,45,16,,http://elections.huffingtonpost.com/pollster/polls/surveyusa-22683,http://www.surveyusa.com/client/PollReport.aspx?g=d950cadf-05ce-4148-a125-35c0cdab26c6,Nonpartisan,None
Morning Consult,8/28/2015,8/30/2015,2015-09-01T01:22:28Z,2015,Registered Voters,Internet,43,42,15,,http://elections.huffingtonpost.com/pollster/polls/morning-consult-22640,http://morningconsult.com/wp-content/uploads/2015/08/150805_topline_trend_v2_JW.pdf,Nonpartisan,None
