"","X","id","id_str","user.screen_name","created_at","place.country","place.full_name","favorite_count","text","origin","date","date2"
"83015",83015,7,755135943519133696,"SmoothBoi_Jack","Mon Jul 18 20:23:33 +0000 2016","","",0,"RT @Klarity: How to stay safe during a traffic stop..(Vid by @purpdrank) #Message #BlackLivesMatter #PhilandoCastile (RT &amp; share) https://t…",7,2016-07-18 20:23:33,2016-07-18
"89138",89138,7,777833093306675200,"Bookgirl96","Mon Sep 19 11:33:55 +0000 2016","","",0,"RT @nycjim: NYPD spokesman. https://t.co/NKdz2tWCvP",7,2016-09-19 11:33:55,2016-09-19
"71582",71582,5,722601098976972800,"WardHill","Wed Apr 20 01:41:41 +0000 2016","","",0,"RT @cnnbrk: Former NYPD officer has manslaughter conviction reduced, won't serve jail time for 2014 shooting of Akai Gurley. https://t.co/n…",5,2016-04-20 01:41:41,2016-04-20
"58593",58593,4,658341240069558272,"psconway","Sun Oct 25 17:55:57 +0000 2015","","",0,"RT @KeeganNYC: This is a permitted march. NYPD is prohibited from filming peaceful protest absent crime. #RiseUpOctober https://t.co/1O6wNn…",4,2015-10-25 17:55:57,2015-10-25
"79586",79586,6,752837444836483072,"ayshaaax3","Tue Jul 12 12:10:08 +0000 2016","","",0,"RT @katiecouric: Activist @deray reacts to Rudy Giuliani's comments about #BlackLivesMatter during our intv: https://t.co/tm8ziUzIFo https:…",6,2016-07-12 12:10:08,2016-07-12
"74737",74737,6,754380168056147968,"MoMoni121","Sat Jul 16 18:20:22 +0000 2016","","",0,"RT @WritersofColour: Everyone who was protesting last week, where you at? Everyone who tweets #blacklivesmatter where u at? #MzeeMohammed h…",6,2016-07-16 18:20:22,2016-07-16
"42629",42629,3,618464433912872960,"LiberalYesIAm","Tue Jul 07 16:59:46 +0000 2015","","",0,"RT @Progress4Ohio: Cleveland Police Mistake Dead Body for a Deer http://t.co/OiVAY3vfjO via @cbsnews NO #CLEVELAND SHE IS NOT FORGOTTEN! #B…",3,2015-07-07 16:59:46,2015-07-07
"78458",78458,6,753592905898553344,"Zoolkm_","Thu Jul 14 14:12:04 +0000 2016","","",0,"افتحوا قناة الجزيرة شوفوا البرنامج  #BlackLivesMatter",6,2016-07-14 14:12:04,2016-07-14
"62628",62628,5,720261836155715584,"FOXLADY9","Wed Apr 13 14:46:18 +0000 2016","","",0,"RT @mikeellerkamp: #WakeUpAmerica BO's transformation of America https://t.co/HhjHkgok79",5,2016-04-13 14:46:18,2016-04-13
"28161",28161,2,552136265370705920,"Die__Trying_","Mon Jan 05 16:15:18 +0000 2015","","",0,"@oO_IrishEyes_Oo @tworaven68 @PolitiBunny KKKstill exists,they just wear different clothing&amp;harass onTwitter #BlackLivesMatter #ICantBreathe",2,2015-01-05 16:15:18,2015-01-05
"23624",23624,1,546516745977356288,"Fittedingenuity","Sun Dec 21 04:05:20 +0000 2014","","",0,"RT @BuzzFeedAndrew: Actress and Fox contributor @REALStaceyDash blames de Blasio and Al Shaprton for NYPD deaths. http://t.co/4Ot9htJI1c",1,2014-12-21 04:05:20,2014-12-21
"19995",19995,1,540686726973620224,"AkiresHenri","Fri Dec 05 01:58:55 +0000 2014","","",0,"RT @EL1421: #Accountability #EricGarner #Ferguson @ChicagoRising @allinwithchris @BlueVA_Hound @JohnFugelsang http://t.co/z3tbHrBiy3",1,2014-12-05 01:58:55,2014-12-05
"21904",21904,1,540428275865358336,"dianemariereid","Thu Dec 04 08:51:56 +0000 2014","","",0,"RT @YourAnonGlobal: The only indictment from the killing of #EricGarner: Ramsey Orta, the man who filmed it. #ICantBreathe #NYC #Ferguson h…",1,2014-12-04 08:51:56,2014-12-04
"60803",60803,5,751134598118072320,"Fritosdoritos_","Thu Jul 07 19:23:38 +0000 2016","","",0,"RT @DamnHe_Geeked: Couldn't Have Said It Any Better #AltonSerling #blacklivesmatter https://t.co/Kx1ZNpb4ze",5,2016-07-07 19:23:38,2016-07-07
"11515",11515,1,701153238687600640,"maxemc","Sat Feb 20 21:15:33 +0000 2016","","",0,"Unsurprising but disgusting https://t.co/VRAqOj7pTi",1,2016-02-20 21:15:33,2016-02-20
"52183",52183,3,614816302398599168,"boris3324","Sat Jun 27 15:23:23 +0000 2015","","",0,"RT @AmyStephen: Watch and listen to @BreeNewsome taking down the #ConfederateFlag. It is very moving. https://t.co/WunRJD8AK0 #FreeBree #Bl…",3,2015-06-27 15:23:23,2015-06-27
"23291",23291,1,684161698689888256,"SomethingIdSay","Mon Jan 04 23:57:14 +0000 2016","","",0,"New #BlackLivesMatter chant, ""The whole damn system is guilty, except the Bureau of Land Management, they cool"". #OregonUnderAttack #BLM",1,2016-01-04 23:57:14,2016-01-04
"97943",97943,8,785148856946360320,"Kidrauhl_Slay","Sun Oct 09 16:04:09 +0000 2016","","",0,"RT @Gloria_Nbr: #blacklivesmatter #AltonSterling #PhilandoCastile 🙏🏾❤️ https://t.co/RaDNTaEmFH",8,2016-10-09 16:04:09,2016-10-09
"76191",76191,6,751438630208565248,"Marvelledblog","Fri Jul 08 15:31:45 +0000 2016","","",0,"RT @Theofficialola: Lady replies MJ's son when he tries to address the #BlackLivesMatter movement from another... https://t.co/XJnhzYIsDh…",6,2016-07-08 15:31:45,2016-07-08
"49477",49477,3,613412141220020224,"lynnzee","Tue Jun 23 18:23:45 +0000 2015","","",0,"RT @s_green_bean: There's too much coverage of the terrorist &amp; not of the victims, so I made this #BlackLivesMatter #CharlestonShooting htt…",3,2015-06-23 18:23:45,2015-06-23
"97868",97868,8,784433076420182016,"mKfly","Fri Oct 07 16:39:54 +0000 2016","","",0,"RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU… ",8,2016-10-07 16:39:54,2016-10-07
"86829",86829,7,766425315442700288,"beruqcom","Fri Aug 19 00:03:29 +0000 2016","","",0,"Polisi New York puji lezatnya tumpeng kemerdekaan RI: Dua polisi dari New York Police Department (NYPD) yang ... https://t.co/qmpMkriiPv",7,2016-08-19 00:03:29,2016-08-19
"40875",40875,2,568109688535027712,"paulrogers002","Wed Feb 18 18:07:59 +0000 2015","","",0,"RT @OccupyWallStNYC: First English #PussyRiot Song: #ICantBreathe, for #EricGarner &amp; ""all who suffer state terror"" http://t.co/52VF1luwbt h…",2,2015-02-18 18:07:59,2015-02-18
"5331",5331,1,540356977012912128,"ohyespro","Thu Dec 04 04:08:37 +0000 2014","","",0,"7 minutes in the street. Please share. http://t.co/XBR4AGAl0Q #EricGarner #BlackLivesMatter #ICantBreathe #TimesSquare #NYPD",1,2014-12-04 04:08:37,2014-12-04
"22556",22556,1,683389378077569024,"daniel_mayer","Sat Jan 02 20:48:19 +0000 2016","","",0,"RT @the_intercept: In Ferguson, 16,000 individuals had arrest warrants last year. The town's population is 21,000. https://t.co/NAb4MDsqxq …",1,2016-01-02 20:48:19,2016-01-02
"15048",15048,1,541007854506102784,"OhCAE211","Fri Dec 05 23:14:58 +0000 2014","","",0,"RT @popcornreel: America has had enough of police killings of unarmed blacks. People are making that loud and clear. The majority has awake…",1,2014-12-05 23:14:58,2014-12-05
"78838",78838,6,751484622438031360,"AzzyLuluAzzy","Fri Jul 08 18:34:30 +0000 2016","","",0,"RT @grantamoss: It's not #BlackLivesMatter it should be #AllLivesMatter  .... Why must race be brought into it?",6,2016-07-08 18:34:30,2016-07-08
"83075",83075,7,773578335075110912,"nickkerr1961","Wed Sep 07 17:47:02 +0000 2016","","",0,"RT @StopNuclearWar: Ferguson Protest Leader Darren Seals Found Dead in Vehicle https://t.co/tvN4ECJlMv #BlackLivesMatter #GunSense",7,2016-09-07 17:47:02,2016-09-07
"95376",95376,8,785465745346002944,"mauragrunlund","Mon Oct 10 13:03:21 +0000 2016","","",0,"#NYPD seeks tips for sex offenses on #MTA 1 train in #NYC https://t.co/Vd6p0lkmsj",8,2016-10-10 13:03:21,2016-10-10
"66586",66586,5,751147951297290240,"sakuratrouble","Thu Jul 07 20:16:41 +0000 2016","","",0,"♡ https://t.co/astPga3g0p",5,2016-07-07 20:16:41,2016-07-07
"51908",51908,3,630625509789962240,"_mishmoon","Mon Aug 10 06:23:32 +0000 2015","","",0,"RT @tkpsky: This was supposed to have been an anniversary, not a reenactment. Praying. #Ferguson #BlackLivesMatter",3,2015-08-10 06:23:32,2015-08-10
"48096",48096,3,606529853018542080,"RussellWebster","Thu Jun 04 18:36:00 +0000 2015","","",0,"RT @kzshabazz: #BlackLivesMatter #ZionismIsRacism ""Ethiopian Jews arrested at rally over racism in Israel"" http://t.co/PbJpHmooCt http://t.…",3,2015-06-04 18:36:00,2015-06-04
"39757",39757,2,553807967347556352,"SisiLongLegs","Sat Jan 10 06:58:03 +0000 2015","","",0,"RT @janellesherry: Matthew Ajibade *   “@BET: #BlackLivesMatter: While being restrained by officers, Matthew Ojibade dies in police custody",2,2015-01-10 06:58:03,2015-01-10
"70175",70175,5,751282326835830784,"velocicorn373","Fri Jul 08 05:10:39 +0000 2016","","",0,"RT @shadydede: Do NOT associate the snipers in Dallas w/ #blacklivesmatter we do not want this, we do not condone this, a life for a life i…",5,2016-07-08 05:10:39,2016-07-08
"33030",33030,2,563344637109473280,"BelleUnplugged","Thu Feb 05 14:33:22 +0000 2015","","",0,"RT @RantingOwl: Trayvon Martin would've turned 20 today. Don't forget him. #BlackLivesMatter http://t.co/EOtOBWKPtM",2,2015-02-05 14:33:22,2015-02-05
"20051",20051,1,712300815369818112,"sedlexx","Tue Mar 22 15:32:02 +0000 2016","","",0,"RT @KeeganNYC: NYPD Cop Committed Perjury to Convict Five Innocent People, Sabotage Search For Real Killers https://t.co/nJ20C3SYUM https:/…",1,2016-03-22 15:32:02,2016-03-22
"46626",46626,3,642511822700941312,"damkina","Sat Sep 12 01:35:30 +0000 2015","","",0,"RT @ChuckModi1: Make millions playing predominantly white sport or Black sport. Doesn't matter to NYPD #JamesBlake #ThaboSefolosha http://t…",3,2015-09-12 01:35:30,2015-09-12
"28383",28383,2,546831469579345920,"HotpageNews","Mon Dec 22 00:55:56 +0000 2014","","",0,"#Ferguson Protesters Chant “Pigs in a Blanket” After NYPD Cops Shot  #NYPDLivesMatter  #NYPD  http://t.co/huWtk83nUp http://t.co/FTr1aF0Yqj",2,2014-12-22 00:55:56,2014-12-22
"40060",40060,2,594288180389486592,"miya_yosh","Fri May 01 23:51:58 +0000 2015","","",0,"RT @APEN4EJ: APEN rolling deep on #MayDay to stand up for #immigrantrights and #blacklivesmatter http://t.co/XG1sKT9uid",2,2015-05-01 23:51:58,2015-05-01
"63398",63398,5,718270106489524224,"ruthlesseddie","Fri Apr 08 02:51:52 +0000 2016","","",0,"RT @dklein114: #NoMoreClintons #Bernie2016 #FeelTheBern #BernieSanders #NYPrimary #BlackLivesMatter #FeelTheBern https://t.co/CgxJDlZS22",5,2016-04-08 02:51:52,2016-04-08
"57734",57734,4,649760454491836416,"MikeYola2","Fri Oct 02 01:38:58 +0000 2015","United States","Maryland Heights, MO",0,"Wow! so the dude that did the #UCCShooting was one of them shaun king race types? #BlackLivesMatter http://t.co/ywJwOzL7mJ",4,2015-10-02 01:38:58,2015-10-02
"275",275,1,542079766187503616,"misterjessika","Mon Dec 08 22:14:22 +0000 2014","","",0,"RT @occupythemob: PSR seminary student got clobbered in the back of the head by a cop's baton in #Berkeley. #ICantBreathe #Ferguson http://…",1,2014-12-08 22:14:22,2014-12-08
"88004",88004,7,770170490140844032,"danielhuynh98","Mon Aug 29 08:05:28 +0000 2016","United States","Santa Clara, CA",0,"@roaringnerd remember the shooting of good cops at Dallas. Caused by #BlackLivesMatter extremists. Fueled the hatred of the shooter",7,2016-08-29 08:05:28,2016-08-29
"33549",33549,2,572661261416079360,"__kingteezy","Tue Mar 03 07:34:18 +0000 2015","","",0,"RT @fatasstyIes: #BLACKLIVESMATTER http://t.co/ITuCnUEtnk",2,2015-03-03 07:34:18,2015-03-03
"76230",76230,6,753273243629412352,"miserae78","Wed Jul 13 17:01:51 +0000 2016","","",0,"RT @Jenn_Abrams: Let me be clear, #BlackLivesMatter is a domestic terrorist organization https://t.co/2LcoCWECmp",6,2016-07-13 17:01:51,2016-07-13
"89247",89247,7,756638586082963456,"Llama_Chameleon","Fri Jul 22 23:54:31 +0000 2016","","",0,"RT @S10Bird: ""There comes a time when silence is betrayal"" - MLK @wnba   #WewillNOTbesilenced #Blacklivesmatter https://t.co/s3Od7E2MfJ",7,2016-07-22 23:54:31,2016-07-22
"19271",19271,1,543931991725715456,"EMPIREJay","Sun Dec 14 00:54:27 +0000 2014","","",0,"It sure as hell was. It was an awesome sight to see and be part of. #BlackLivesMatter RT @Awkward_Duck: Today ... http://t.co/uTFijOJzFf",1,2014-12-14 00:54:27,2014-12-14
"94275",94275,8,780215399740743680,"uhmandamarie_","Mon Sep 26 01:20:21 +0000 2016","","",0,"RT @JoyAnnReid: Just when you become tempted to lose hope in humanity, something like this happens... https://t.co/jp1pkfRkXb",8,2016-09-26 01:20:21,2016-09-26
"57565",57565,4,657310115968761856,"kencampbell66","Thu Oct 22 21:38:38 +0000 2015","","",0,"#BlackLivesMatter Co-Founder Calls Capitalism “Racist” - https://t.co/RjKFo8UY1D #AllLivesMatter https://t.co/xP2RoTqB2i",4,2015-10-22 21:38:38,2015-10-22
"44365",44365,3,626032152287780864,"fineshrines","Tue Jul 28 14:11:10 +0000 2015","","",0,"RT @ningoshkoz: Tonight i saw the Sandra Bland mural defaced, but we attempted to fix it #BlackLivesMatter #Ottawa #TechWallTakeover http:/…",3,2015-07-28 14:11:10,2015-07-28
"79507",79507,6,752208828465381376,"Chxcxlateocean","Sun Jul 10 18:32:14 +0000 2016","","",0,"RT @kxlinx: @WwwCpclang @Breaking911 you don't need to be black to know what's right and be part of the #BlackLivesMatter movement which se…",6,2016-07-10 18:32:14,2016-07-10
"13560",13560,1,682570250685149184,"cvs_congo","Thu Dec 31 14:33:23 +0000 2015","","",0,"Fellows... It's not given. ""@ShawnUpchurch: ""Freedom is never given, it is won."" ~A. Philip Randolph"" #BlackTwitter #BlackLivesMatter",1,2015-12-31 14:33:23,2015-12-31
"86527",86527,7,776638999280648192,"AhshanlqueC","Fri Sep 16 04:29:01 +0000 2016","","",0,"RT @PettyIdol: PLEASE WATCH!! ✊🏿 #Revolutionary #TyreKing #BlackLivesMatter   https://t.co/tSlhBtIC7o",7,2016-09-16 04:29:01,2016-09-16
"30394",30394,2,552319510234292224,"NTSoCommonSense","Tue Jan 06 04:23:27 +0000 2015","","",0,"2 #NYPD officers shot in the Bronx #PoliceLivesMatter",2,2015-01-06 04:23:27,2015-01-06
"5439",5439,1,540901299789651968,"Bostonyia","Fri Dec 05 16:11:33 +0000 2014","","",0,"RT @Lnonblonde: I See Seattle Police Officers Are Still Without Nametags #EricGarner  #ICantBreathe @local_maxima  pic @hanson_alan http://…",1,2014-12-05 16:11:33,2014-12-05
"21149",21149,1,541305077802500096,"elnegaro","Sat Dec 06 18:56:02 +0000 2014","","",0,"RT @multiasianfams: Unarmed. Shot. Killed.  (1998) Tyisha Miller, age 19, CA  #FergusonDecision  #BlackLivesMatter http://t.co/j5WN9dG2oM",1,2014-12-06 18:56:02,2014-12-06
"66343",66343,5,750912221459410944,"_dvrnxl","Thu Jul 07 04:39:59 +0000 2016","United States","Cleveland, OH",0,"This is why blacklivesmatter not just because of white on black crime  but also because of black on black crime  https://t.co/eISFSV2c70",5,2016-07-07 04:39:59,2016-07-07
"80165",80165,6,752302771466936320,"rileey__mariee","Mon Jul 11 00:45:32 +0000 2016","","",0,"RT @kiaraaajade: #BlackLivesMatter #BlackLivesMatter757",6,2016-07-11 00:45:32,2016-07-11
"45064",45064,3,642240931131842560,"fuckingeugene","Fri Sep 11 07:39:04 +0000 2015","","",0,"why do people trend #BlackLivesMatter ? That shit is borderline embarrassing.. I already know my life matters.. I'm human..",3,2015-09-11 07:39:04,2015-09-11
"60330",60330,5,750830377841733632,"Brr0ookk","Wed Jul 06 23:14:46 +0000 2016","","",0,"RT @CereceRMurphy: Equal Justice &amp; Protection Under the Law. Remember?  #blacklivesmatter https://t.co/b1pJn1IdC5",5,2016-07-06 23:14:46,2016-07-06
"98300",98300,8,778961493450715136,"labolinn","Thu Sep 22 14:17:47 +0000 2016","","",0,"RT @sarahochoaa: Yes, #blacklivesmatter but, violence is not key.",8,2016-09-22 14:17:47,2016-09-22
"76049",76049,6,752703557686665216,"NovemberWarmth","Tue Jul 12 03:18:07 +0000 2016","","",0,"RT @MegenMeltdown: They're making an example, so people will be afraid to use their constitutional rights.  Fairness is a fucking joke. htt…",6,2016-07-12 03:18:07,2016-07-12
"8988",8988,1,542206670441807872,"SpatzieLover","Tue Dec 09 06:38:38 +0000 2014","","",0,"RT @SeaBearWA: Hey @seattlepd why did you arrest that girl? We were on the sidewalk all night you cowards. More protesters will rise up. #b…",1,2014-12-09 06:38:38,2014-12-09
"84919",84919,7,754883995033362432,"sonjay","Mon Jul 18 03:42:24 +0000 2016","","",0,"RT @THEAtheistAnti: #BlackLivesMatter is the new  KKK in different color hoodz.  They're a hate filled mob looking for cops to figuratively…",7,2016-07-18 03:42:24,2016-07-18
"86563",86563,7,755176549335400448,"_Quueencherry","Mon Jul 18 23:04:54 +0000 2016","","",0,"RT @SquirrelEvictor: in other news Selena Gomez belittled the #BlackLivesMatter movement while defending Taylor Swift, ending her career ht…",7,2016-07-18 23:04:54,2016-07-18
"48035",48035,3,631677791860322304,"rae_bae_bae","Thu Aug 13 04:04:56 +0000 2015","","",0,"RT @AngieSullivan0: @EL1421 So this happened #BlackLivesMatter Jeb Bush event - he ran out http://t.co/xBkHspr29o",3,2015-08-13 04:04:56,2015-08-13
"19385",19385,1,544001979182497792,"BelkissObadia","Sun Dec 14 05:32:33 +0000 2014","","",0,"RT @BenjaminNorton: 2 MORE DAYS @NYC2Palestine Red, Black, &amp; Green Solidarity #BlackLivesMatter #NYC2Palestine #MillionsMarchNYC #Dec1314 h…",1,2014-12-14 05:32:33,2014-12-14
"65554",65554,5,751100726307221504,"hiuhiusau","Thu Jul 07 17:09:02 +0000 2016","","",0,"RT @apunkgrl: i've got chills, i've got anger #blacklivesmatter https://t.co/jYmD5r5fx4",5,2016-07-07 17:09:02,2016-07-07
"47605",47605,3,642755359317192704,"a1yssad","Sat Sep 12 17:43:14 +0000 2015","","",0,"RT @mikiebarb: In a day, two NYT reporters tracked down so many New Yorkers who felt abused by this cop. Why didn't NYPD? http://t.co/186uQ…",3,2015-09-12 17:43:14,2015-09-12
"55254",55254,3,621724242304856064,"UmuWanna_x","Thu Jul 16 16:53:05 +0000 2015","","",0,"it's like you wanna do something to make a change, to help, but what? #BlackLivesMatter",3,2015-07-16 16:53:05,2015-07-16
"70046",70046,5,731571223839309824,"HotNostrilsrFun","Sat May 14 19:45:46 +0000 2016","","",0,"RT @rmilin11: #blacklivesmatter Blacks have no problem with black criminals in fact you defend them that is why nobody believes your bullsh…",5,2016-05-14 19:45:46,2016-05-14
"31289",31289,2,548930728709214208,"Kayode991","Sat Dec 27 19:57:39 +0000 2014","","",0,"RT @NerdyWonka: NYPD demanded #BlackLivesMatter protesters suspend their protests; yet they politicize a funeral.   Shameful. http://t.co/G…",2,2014-12-27 19:57:39,2014-12-27
"92853",92853,7,758877966310871040,"ShlomoHendler","Fri Jul 29 04:13:01 +0000 2016","","",0,"RT @FoxNews: #BlackLivesMatter protesters attempt to segregate white members of the media in Philly https://t.co/9KrdCjoWmQ #DNC https://t.…",7,2016-07-29 04:13:01,2016-07-29
"83295",83295,7,770720098596323328,"BlackKnight0951","Tue Aug 30 20:29:25 +0000 2016","","",0,"RT @RTFanning: Sitting with Colin during the National Anthem at the Cubs game tonight. #Blacklivesmatter #StoptheWars #Bleachers https://t.…",7,2016-08-30 20:29:25,2016-08-30
"68177",68177,5,751235685089062912,"DerekNoahLong","Fri Jul 08 02:05:19 +0000 2016","","",0,"RT @FeelTheBern11: We will not let our black and brown brothers and sisters be murdered. #BlackLivesMatter  https://t.co/Eao3oRqRq4",5,2016-07-08 02:05:19,2016-07-08
"80372",80372,6,752608829007859712,"stephanie_ish","Mon Jul 11 21:01:42 +0000 2016","","",0,"RT @abedelrey: I love Jane Elliot. Every word was the truth #BlackLivesMatter https://t.co/OOBjgO5qWz",6,2016-07-11 21:01:42,2016-07-11
"7399",7399,1,543919764251615232,"jaykelly26","Sun Dec 14 00:05:51 +0000 2014","","",0,"RT @jachristian: The scene in front of City Hall in #SF during #EricGarner #MikeBrown #protest http://t.co/mCjxBtgTxX",1,2014-12-14 00:05:51,2014-12-14
"37602",37602,2,551825211717615616,"carlafd25","Sun Jan 04 19:39:17 +0000 2015","","",0,"RT @AddInfoOrg: NYPD Turn Backs On de Blasio AGAIN; Because Using One Funeral As PR Stunt Not Enough (IMAGES) http://t.co/9IiSQc6bbH",2,2015-01-04 19:39:17,2015-01-04
"97654",97654,8,781869261895659520,"wrightstate","Fri Sep 30 14:52:13 +0000 2016","","",0,"We are listening to all of your feedback &amp; sharing it with the administration. As @PresidentDHOP said, we do believe #BlackLivesMatter.",8,2016-09-30 14:52:13,2016-09-30
"56917",56917,4,659517799308636160,"KnowShawtyLow","Wed Oct 28 23:51:11 +0000 2015","","",0,"RT @iJesseWilliams: The #SpringValleyHigh Teen Violently Assaulted by Officer In Her Own Classroom Is a Recent Orphan. https://t.co/fY3qzHF…",4,2015-10-28 23:51:11,2015-10-28
"41792",41792,3,626218913332875264,"Mayaaaa_xD","Wed Jul 29 02:33:18 +0000 2015","","",0,"RT @TierraTraniece: #BeingABlackGirlFeelsLike PART 5 #SlamForLiteracyMIA #WomenOfSubstanceAreBack #BlackLivesMatter http://t.co/irqHoi2MkF",3,2015-07-29 02:33:18,2015-07-29
"50793",50793,3,626173591898427392,"31ad899863e94c9","Tue Jul 28 23:33:12 +0000 2015","","",0,"RT @the3jsmom: when you hear black women yelling #BlackLivesMatter they are yelling for their kids also -@AngryBlackLady thank you Imani!!!…",3,2015-07-28 23:33:12,2015-07-28
"28667",28667,2,578513063587934208,"robboloveswords","Thu Mar 19 11:07:17 +0000 2015","","",0,"RT @deanprocter: A disaster unfolding for Australian Aboriginal ppl. @USDayofRage @sosblakaust: #SOSBLAKAUSTRALIA http://t.co/9Z2ikQOyDT #B…",2,2015-03-19 11:07:17,2015-03-19
"44754",44754,3,623590776635834368,"JKilbane15","Tue Jul 21 20:30:01 +0000 2015","","",0,"RT @stephenasmith: Where is all the noise about #BlackLivesMatter when black folks are killing black folks?",3,2015-07-21 20:30:01,2015-07-21
"33010",33010,2,571025154517704704,"sarah_parker244","Thu Feb 26 19:13:00 +0000 2015","","",0,"RT @uaf: .@TefPoe supports @AntiRacismDay #m21 demo! 23 days to go! #BlackLivesMatter http://t.co/e5EgC5GJqX http://t.co/OKtXPkYkLt",2,2015-02-26 19:13:00,2015-02-26
"85772",85772,7,755609169269551104,"YORKMUSICGROUP","Wed Jul 20 03:43:59 +0000 2016","","",0,"@ExpertBeats   Check Out New Video Hundo - Seriously #BlackLivesMatter  https://t.co/5JMKdSWmaM #yorkmusicgroup @hittahundo  💯",7,2016-07-20 03:43:59,2016-07-20
"37400",37400,2,586176670584987648,"jasiri_x","Thu Apr 09 14:39:43 +0000 2015","","",0,"RT @dreamhampton: Thank you @aliciagarza @osope &amp; @opalayo for this powerful affirmation. http://t.co/pBkrNiNmnc #BlackLivesMatter",2,2015-04-09 14:39:43,2015-04-09
"52767",52767,3,611549615616303104,"mini_marliyn","Thu Jun 18 15:02:45 +0000 2015","","",0,"RT @caryfagan: a five year old plays dead to avoid being murdered in church.   w h e r e  c a n  w e  b e  s a f e ? #BlackLivesMatter",3,2015-06-18 15:02:45,2015-06-18
"57538",57538,4,659542233247580160,"estJanuary23","Thu Oct 29 01:28:16 +0000 2015","","",0,"RT @itsLenaBean: When we say #BlackLivesMatter we're not discrediting anyone else it's a call for equality for our community #IFACuseNPHC",4,2015-10-29 01:28:16,2015-10-29
"230",230,1,676216928218648576,"BLMTexas2016","Mon Dec 14 01:47:33 +0000 2015","","",0,"RT @expandyourfocus: Powerful panel tonight in #Baltimore  about police brutality. #BlackLivesMatter https://t.co/y8FjgxfBjn",1,2015-12-14 01:47:33,2015-12-14
"75553",75553,6,751489594571489280,"Yesssssi_","Fri Jul 08 18:54:16 +0000 2016","","",0,"Yes 👏👏👏 https://t.co/Wf3IodrNGW",6,2016-07-08 18:54:16,2016-07-08
"12920",12920,1,540924903999164416,"SunTimesMPLS","Fri Dec 05 17:45:21 +0000 2014","United States","Minneapolis, MN",0,"@AngelaBrooks_ We included one of our tweets in the #Minneapolis Twitter reaction to the #BlackLivesMatter protest &gt; http://t.co/XeLDBtt6zT",1,2014-12-05 17:45:21,2014-12-05
"94615",94615,8,779888135538749440,"Earlee2","Sun Sep 25 03:39:55 +0000 2016","","",0,"RT @PamelaGeller: .@realDonaldTrump must bang drums on jihad in US past week: Muslim meatcleavers NYPD,#StCloud knifejihad rampage,jihadi b…",8,2016-09-25 03:39:55,2016-09-25
"59882",59882,5,736611600501772288,"yonkers005","Sat May 28 17:34:25 +0000 2016","","",0,"RT @NYPDnews: In NYC this weekend? Plan ahead &amp; enjoy with the NYPD Traffic Advisory: https://t.co/rGACHgEAC8 https://t.co/YU5jv8FZgC",5,2016-05-28 17:34:25,2016-05-28
"40565",40565,2,595031822272180224,"vruz","Mon May 04 01:06:56 +0000 2015","","",0,"RT @MaxBlumenthal: Israeli police spray skunk chemical on Ethiopian Jews. They've done this to no other group of Jews. http://t.co/HE8JmNQj…",2,2015-05-04 01:06:56,2015-05-04
"33705",33705,2,554810930476118016,"begun_2016","Tue Jan 13 01:23:28 +0000 2015","","",0,"RT @OccupyWallStNYC: Third die-in at tonight's #GrandCentralAction. It grows every time. Still no threat of arrest. #BlackLivesMatter http:…",2,2015-01-13 01:23:28,2015-01-13
"84914",84914,7,778233715663265792,"aMargielaSnake","Tue Sep 20 14:05:51 +0000 2016","","",0,"look im not taking sides because both are idiotic, but one of these pics clearly shows why... https://t.co/DQr166XFXY",7,2016-09-20 14:05:51,2016-09-20
"6134",6134,1,540726412068417536,"ElonPaige","Fri Dec 05 04:36:37 +0000 2014","","",0,"RT @feministabulous: Protestors peacefully interacting with drivers asking for honks. #EricGarner http://t.co/mjuM982TTL",1,2014-12-05 04:36:37,2014-12-05
"19717",19717,1,546540736699973632,"jes_sica_dawn","Sun Dec 21 05:40:40 +0000 2014","","",0,"RT @GovernorPataki: Sickened by these barbaric acts, which sadly are a predictable outcome of divisive anti-cop rhetoric of #ericholder &amp; #…",1,2014-12-21 05:40:40,2014-12-21
"86837",86837,7,755604555262365696,"AlmightyDabmaru","Wed Jul 20 03:25:39 +0000 2016","","",0,"RT @BillyCorben: #BlackLivesMatter protest turns into BBQ with @WichitaPolice instead https://t.co/5BOKTCTA3H h/t @AlfredSpellman https://t…",7,2016-07-20 03:25:39,2016-07-20
"11563",11563,1,541284170446958592,"blackunityflag","Sat Dec 06 17:32:57 +0000 2014","","",0,"@victoriarowell @Dorrissa_Esq #blacklivesmatter #ismysonnext",1,2014-12-06 17:32:57,2014-12-06
"40196",40196,2,582610453790105600,"Tommy_Picklz","Mon Mar 30 18:28:51 +0000 2015","","",0,"i try not to get fired up about such stories but cant help it now. Zimmerman been in &amp; outta trouble and now #EricGarner killer caught up",2,2015-03-30 18:28:51,2015-03-30
"75682",75682,6,752927528159940608,"allen_pinder","Tue Jul 12 18:08:06 +0000 2016","","",0,"RT @jade0236: Damnn , Bruhh 😭😭😭😩 .. #Blacklivesmatter https://t.co/yfdfMRWgWQ",6,2016-07-12 18:08:06,2016-07-12
